name,price,speed,first_word_latency,cas_latency,num_sticks,ram_size_per_stick,DDR,total_ram,speed_to_price,total_ram_to_price
Samsung M386A4G40DM0-CPB 32 GB,42.22,2133,14.065,15.0,1.0,32.0,4,32.0,50.5210800568451,0.7579346281383231
Corsair Vengeance LPX 8 GB,24.99,3200,10.0,16.0,1.0,8.0,4,8.0,128.0512204881953,0.3201280512204882
Corsair Dominator Platinum RGB 32 GB,179.99,3600,10.0,18.0,4.0,8.0,4,32.0,20.001111172842936,0.17778765486971498
G.Skill Ripjaws S5 48 GB,149.99,6400,11.25,36.0,2.0,24.0,5,48.0,42.66951130075338,0.32002133475565037
Lexar Hades OC 32 GB,64.98,3600,10.0,18.0,2.0,16.0,4,32.0,55.40166204986149,0.49245921822099104
Patriot Viper Elite II 32 GB,77.98,4000,10.0,20.0,2.0,16.0,4,32.0,51.295203898435496,0.4103616311874839
Corsair Vengeance LPX 32 GB,73.99,2400,11.667,14.0,2.0,16.0,4,32.0,32.43681578591702,0.4324908771455602
G.Skill Aegis 8 GB,22.73,3200,10.0,16.0,1.0,8.0,4,8.0,140.78310602727672,0.3519577650681918
TEAMGROUP T-Force Delta RGB 48 GB,199.99,7200,9.444,34.0,2.0,24.0,5,48.0,36.0018000900045,0.24001200060003
PNY XLR8 32 GB,62.99,3600,10.0,18.0,2.0,16.0,4,32.0,57.151928877599616,0.5080171455786633
Gigabyte AORUS RGB 16 GB,62.99,3733,9.644,18.0,2.0,8.0,4,16.0,59.26337513891094,0.25400857278933164
Crucial CT2K16G56C46U5 32 GB,94.4,5600,16.429,46.0,2.0,16.0,5,32.0,59.32203389830508,0.3389830508474576
Corsair Dominator Platinum RGB 64 GB,294.99,6600,9.697,32.0,2.0,32.0,5,64.0,22.37363978439947,0.2169565070002373
G.Skill Trident Z5 Neo RGB 48 GB,174.99,6400,10.0,32.0,2.0,24.0,5,48.0,36.57351848677067,0.27430138865078
Kingston FURY Beast 16 GB,68.59,6000,12.0,36.0,1.0,16.0,5,16.0,87.47630849978131,0.2332701559994168
Patriot Signature Line 16 GB,27.99,2666,14.254,19.0,1.0,16.0,4,16.0,95.24830296534478,0.5716327259735621
Corsair CMV8GX4M1A2133C15 8 GB,19.98,2133,14.065,15.0,1.0,8.0,4,8.0,106.75675675675676,0.40040040040040037
Crucial Ballistix MAX 16 GB,995.0,5100,7.451,19.0,2.0,8.0,4,16.0,5.125628140703518,0.016080402010050253
Patriot Signature Line 16 GB,43.98,4800,16.667,40.0,1.0,16.0,5,16.0,109.14051841746249,0.3638017280582083
G.Skill Ripjaws S5 32 GB,107.99,5600,10.0,28.0,2.0,16.0,5,32.0,51.856653393832765,0.29632373367904435
Crucial CT16G56C46U5 16 GB,55.9,5600,16.429,46.0,1.0,16.0,5,16.0,100.1788908765653,0.28622540250447226
Thermaltake TOUGHRAM XG RGB D5 32 GB,174.98,6000,12.0,36.0,2.0,16.0,5,32.0,34.28963310092582,0.18287804320493772
Mushkin Redline Lumina 32 GB,124.99,6400,9.375,30.0,2.0,16.0,5,32.0,51.20409632770622,0.2560204816385311
TEAMGROUP T-Force Delta RGB 32 GB,169.99,7800,9.744,38.0,2.0,16.0,5,32.0,45.88505206188599,0.18824636743337841
Kingston FURY Beast 64 GB,215.99,5600,14.286,40.0,2.0,32.0,5,64.0,25.927126255845177,0.2963100143525163
Corsair Vengeance 64 GB,259.99,6000,12.0,36.0,4.0,16.0,5,64.0,23.077810685026346,0.24616331397361435
Corsair Vengeance RGB 64 GB,239.99,6000,13.333,40.0,2.0,32.0,5,64.0,25.001041710071252,0.26667777824076
Kingston FURY Renegade 32 GB,131.11,6000,10.667,32.0,2.0,16.0,5,32.0,45.76309968728548,0.24406986499885588
Patriot Viper Steel 16 GB,38.99,3600,10.0,18.0,2.0,8.0,4,16.0,92.3313670171839,0.4103616311874839
Crucial CT2K32G48C40U5 64 GB,170.3,4800,16.667,40.0,2.0,32.0,5,64.0,28.185554903112152,0.37580739870816204
Corsair Dominator Titanium 32 GB,167.99,7000,9.714,34.0,2.0,16.0,5,32.0,41.66914697303411,0.1904875290195845
TEAMGROUP Elite 8 GB,23.36,3200,13.75,22.0,1.0,8.0,4,8.0,136.986301369863,0.3424657534246575
Corsair Vengeance RGB Pro SL 32 GB,129.99,3600,10.0,18.0,4.0,8.0,4,32.0,27.694438033694897,0.24617278252173241
Corsair Dominator Platinum RGB 64 GB,219.99,5200,15.385,40.0,2.0,32.0,5,64.0,23.637438065366606,0.2909223146506659
TEAMGROUP T-Force Delta RGB 32 GB,169.99,7800,9.744,38.0,2.0,16.0,5,32.0,45.88505206188599,0.18824636743337841
Corsair Vengeance RGB 64 GB,233.65,6000,13.333,40.0,2.0,32.0,5,64.0,25.679435052428847,0.2739139738925744
G.Skill Trident Z5 RGB 48 GB,214.99,7200,10.0,36.0,2.0,24.0,5,48.0,33.48992976417507,0.22326619842783385
Kingston FURY Renegade 64 GB,239.99,6000,10.667,32.0,2.0,32.0,5,64.0,25.001041710071252,0.26667777824076
Patriot Viper Steel RGB 32 GB,67.98,3600,11.111,20.0,1.0,32.0,4,32.0,52.9567519858782,0.4707266843189173
Patriot Viper Xtreme 5 32 GB,137.99,7600,9.474,36.0,2.0,16.0,5,32.0,55.07645481556634,0.23190086238133198
G.Skill Trident Z5 RGB 32 GB,112.99,6000,10.0,30.0,2.0,16.0,5,32.0,53.10204442871051,0.2832109036197894
Crucial CT32G48C40U5 32 GB,89.08,4800,16.667,40.0,1.0,32.0,5,32.0,53.88414907947912,0.3592276605298608
Corsair Vengeance RGB Pro SL 32 GB,92.99,3200,10.0,16.0,2.0,16.0,4,32.0,34.41230239810732,0.34412302398107325
Thermaltake TOUGHRAM XG RGB 64 GB,549.99,4000,9.5,19.0,2.0,32.0,4,64.0,7.2728595065364825,0.11636575210458372
Silicon Power XPOWER Zenith RGB Gaming 64 GB,184.99,6000,10.0,30.0,2.0,32.0,5,64.0,32.434185631655765,0.3459646467376615
Corsair Dominator Titanium 32 GB,169.99,6400,10.0,32.0,2.0,16.0,5,32.0,37.64927348667568,0.18824636743337841
OLOy Blade RGB 32 GB,98.99,6000,12.0,36.0,2.0,16.0,5,32.0,60.61218304879281,0.3232649762602283
ADATA XPG LANCER RGB 32 GB,99.99,5200,14.615,38.0,2.0,16.0,5,32.0,52.00520052005201,0.32003200320032005
Corsair Vengeance RGB 32 GB,127.99,7000,10.286,36.0,2.0,16.0,5,32.0,54.69177279474959,0.25001953277599814
Corsair Vengeance RGB Pro SL 16 GB,59.99,3600,10.0,18.0,2.0,8.0,4,16.0,60.01000166694449,0.26671111851975327
Corsair Dominator Platinum RGB 32 GB,254.99,6600,9.697,32.0,2.0,16.0,5,32.0,25.883367975214714,0.1254951174555865
G.Skill Aegis 16 GB,37.99,3200,10.0,16.0,1.0,16.0,4,16.0,84.2326928138984,0.42116346406949196
Patriot Viper Venom 32 GB,113.99,7200,9.444,34.0,2.0,16.0,5,32.0,63.16343538906922,0.2807263795069743
G.Skill Value 8 GB,22.62,2400,14.167,17.0,2.0,4.0,4,8.0,106.10079575596816,0.3536693191865605
Kingston FURY Beast 32 GB,125.9,6000,12.0,36.0,1.0,32.0,5,32.0,47.656870532168384,0.2541699761715647
ADATA XPG SPECTRIX D50 32 GB,89.99,3200,10.0,16.0,2.0,16.0,4,32.0,35.55950661184576,0.35559506611845765
Kingston FURY Beast RGB 16 GB,85.26,4800,15.833,38.0,2.0,8.0,5,16.0,56.298381421534124,0.18766127140511377
TEAMGROUP Elite 8 GB,19.98,2666,14.254,19.0,1.0,8.0,4,8.0,133.43343343343344,0.40040040040040037
Patriot Viper 4 Blackout 64 GB,117.99,3200,10.0,16.0,2.0,32.0,4,64.0,27.120942452750235,0.5424188490550047
Kingston FURY Beast 32 GB,121.95,5200,13.846,36.0,2.0,16.0,5,32.0,42.64042640426404,0.26240262402624026
Kingston FURY Beast RGB 32 GB,106.75,3600,10.0,18.0,2.0,16.0,4,32.0,33.723653395784545,0.2997658079625293
G.Skill Trident Z RGB 32 GB,152.99,3200,8.75,14.0,2.0,16.0,4,32.0,20.916399764690503,0.20916399764690502
Silicon Power XPOWER Zenith RGB Gaming 32 GB,65.98,3200,10.0,16.0,2.0,16.0,4,32.0,48.49954531676265,0.48499545316762654
Corsair Vengeance RGB 64 GB,294.99,6400,10.0,32.0,4.0,16.0,5,64.0,21.69565070002373,0.2169565070002373
ADATA XPG Lancer Blade 32 GB,105.97,6000,10.0,30.0,2.0,16.0,5,32.0,56.619798056053604,0.3019722562989525
G.Skill Trident Z5 RGB 48 GB,279.99,8200,9.756,40.0,2.0,24.0,5,48.0,29.286760241437193,0.17143469409621773
G.Skill Trident Z5 Neo RGB 64 GB,214.99,6000,10.667,32.0,2.0,32.0,5,64.0,27.90827480347923,0.2976882645704451
TEAMGROUP T-Force Delta RGB 32 GB,111.44,6800,10.0,34.0,2.0,16.0,5,32.0,61.01938262742283,0.2871500358937545
Corsair Vengeance LPX 16 GB,39.98,3200,10.0,16.0,2.0,8.0,4,16.0,80.04002001000501,0.40020010005002504
G.Skill Trident Z5 Neo RGB 32 GB,117.99,6000,10.667,32.0,2.0,16.0,5,32.0,50.85176709890669,0.27120942452750235
Corsair Vengeance RGB 32 GB,149.99,6600,9.697,32.0,2.0,16.0,5,32.0,44.00293352890193,0.2133475565037669
PNY XLR8 Gaming EPIC-X RGB 16 GB,46.99,3600,10.0,18.0,2.0,8.0,4,16.0,76.61204511598213,0.34049797829325384
ADATA XPG GAMMIX D10 8 GB,34.04,3200,10.0,16.0,1.0,8.0,4,8.0,94.00705052878966,0.23501762632197415
Samsung M393A2G40EB1-CRC 16 GB,20.93,2400,14.167,17.0,1.0,16.0,4,16.0,114.66794075489727,0.7644529383659818
TEAMGROUP T-Force Delta RGB 32 GB,104.99,5200,15.385,40.0,2.0,16.0,5,32.0,49.528526526335845,0.304790932469759
Corsair Vengeance LPX 32 GB,79.98,3000,10.667,16.0,2.0,16.0,4,32.0,37.50937734433608,0.4001000250062515
Klevv CRAS X RGB 16 GB,48.99,3600,10.0,18.0,2.0,8.0,4,16.0,73.48438456827924,0.32659726474790773
Kingston FURY Renegade 48 GB,185.72,6000,10.667,32.0,1.0,48.0,5,48.0,32.30669825543829,0.2584535860435064
Corsair Vengeance RGB 32 GB,129.99,5600,12.857,36.0,2.0,16.0,5,32.0,43.08023694130318,0.24617278252173241
Kingston FURY Renegade 32 GB,129.99,6000,10.667,32.0,2.0,16.0,5,32.0,46.15739672282483,0.24617278252173241
G.Skill Flare X5 64 GB,189.99,5600,12.857,36.0,2.0,32.0,5,64.0,29.475235538712564,0.33685983472814357
Silicon Power XPOWER Turbine RGB 32 GB,68.99,3200,10.0,16.0,2.0,16.0,4,32.0,46.383533845484855,0.4638353384548486
Crucial CT2K16G4DFRA32A 32 GB,69.69,3200,13.75,22.0,2.0,16.0,4,32.0,45.91763524178505,0.4591763524178505
Corsair Dominator Titanium 32 GB,167.99,6000,10.0,30.0,2.0,16.0,5,32.0,35.71641169117209,0.1904875290195845
G.Skill F5-5600J2834F32GX2-TZ5RK 64 GB,209.99,5600,10.0,28.0,2.0,32.0,5,64.0,26.667936568408017,0.3047764179246631
Kingston FURY Beast RGB 32 GB,111.08,3600,10.0,18.0,2.0,16.0,4,32.0,32.409074540871444,0.28808066258552395
G.Skill Trident Z5 RGB 64 GB,204.99,6000,12.0,36.0,2.0,32.0,5,64.0,29.26972047416947,0.31221035172447437
TEAMGROUP T-Create Expert 64 GB,194.99,6400,10.625,34.0,2.0,32.0,5,64.0,32.8221960100518,0.32822196010051796
Corsair Dominator Titanium 48 GB,239.99,7000,10.286,36.0,2.0,24.0,5,48.0,29.16788199508313,0.20000833368057003
G.Skill Ripjaws V 64 GB,127.99,3200,10.0,16.0,2.0,32.0,4,64.0,25.001953277599814,0.5000390655519963
TEAMGROUP T-Force Delta RGB 32 GB,124.99,7000,9.714,34.0,2.0,16.0,5,32.0,56.00448035842868,0.2560204816385311
Corsair Vengeance RGB Pro 16 GB,49.99,3600,10.0,18.0,1.0,16.0,4,16.0,72.01440288057611,0.3200640128025605
Patriot Viper Steel 16 GB,32.99,3200,10.0,16.0,1.0,16.0,4,16.0,96.9990906335253,0.48499545316762654
Corsair Vengeance LPX 8 GB,24.99,2666,12.003,16.0,1.0,8.0,4,8.0,106.6826730692277,0.3201280512204882
Patriot Viper Venom 64 GB,164.99,5600,12.857,36.0,2.0,32.0,5,64.0,33.941450997030124,0.38790229710891566
Corsair Vengeance RGB Pro 32 GB,124.99,3600,10.0,18.0,4.0,8.0,4,32.0,28.802304184334748,0.2560204816385311
Corsair ValueSelect 16 GB,39.99,2133,14.065,15.0,1.0,16.0,4,16.0,53.33833458364591,0.4001000250062515
Mushkin Redline 32 GB,261.99,3600,8.889,16.0,2.0,16.0,4,32.0,13.740982480247338,0.12214206649108744
Acer Predator Vesta II RGB 32 GB,280.99,6000,10.0,30.0,2.0,16.0,5,32.0,21.35307306309833,0.11388305633652443
G.Skill Aegis 32 GB,72.98,3200,10.0,16.0,4.0,8.0,4,32.0,43.84762948753083,0.43847629487530826
Kingston KSM48R40BD4TMM-64HMR 64 GB,247.19,4800,16.667,40.0,1.0,64.0,5,64.0,19.418261256523323,0.25891015008697765
Corsair Dominator Platinum RGB 64 GB,224.99,3600,10.0,18.0,2.0,32.0,4,64.0,16.000711142717453,0.2844570869816436
Corsair Vengeance 32 GB,124.99,6200,10.323,32.0,2.0,16.0,5,32.0,49.6039683174654,0.2560204816385311
G.Skill Trident Z5 32 GB,117.99,6400,10.0,32.0,2.0,16.0,5,32.0,54.24188490550047,0.27120942452750235
Kingston FURY Beast 8 GB,39.99,5600,14.286,40.0,1.0,8.0,5,8.0,140.03500875218805,0.20005001250312576
ADATA XPG GAMMIX D20 16 GB,69.08,3200,10.0,16.0,2.0,8.0,4,16.0,46.323103647944414,0.23161551823972207
Silicon Power SP064GBLVU560FD2AD 64 GB,149.99,5600,16.429,46.0,2.0,32.0,5,64.0,37.33582238815921,0.4266951130075338
Corsair Vengeance LPX 16 GB,37.99,2666,12.003,16.0,1.0,16.0,4,16.0,70.17636220057909,0.42116346406949196
TEAMGROUP Elite 16 GB,35.99,2666,14.254,19.0,2.0,8.0,4,16.0,74.07613225896081,0.44456793553764934
ADATA XPG LANCER RGB 64 GB,393.01,6400,10.0,32.0,2.0,32.0,5,64.0,16.284572911630747,0.16284572911630749
G.Skill Trident Z5 32 GB,112.99,6000,12.0,36.0,2.0,16.0,5,32.0,53.10204442871051,0.2832109036197894
Corsair Vengeance RGB 48 GB,160.0,6000,12.0,36.0,2.0,24.0,5,48.0,37.5,0.3
Patriot Signature Line 16 GB,60.99,4800,16.667,40.0,2.0,8.0,5,16.0,78.70142646335465,0.26233808821118215
Corsair Dominator Platinum RGB 64 GB,219.99,5200,15.385,40.0,2.0,32.0,5,64.0,23.637438065366606,0.2909223146506659
Kingston FURY Beast RGB 16 GB,69.99,6000,12.0,36.0,1.0,16.0,5,16.0,85.72653236176598,0.2286040862980426
Patriot Viper Elite II 16 GB,34.99,3200,11.25,18.0,1.0,16.0,4,16.0,91.45470134324093,0.4572735067162046
G.Skill Trident Z RGB 16 GB,63.99,4000,9.0,18.0,2.0,8.0,4,16.0,62.50976715111736,0.25003906860446945
Corsair Dominator Platinum RGB 32 GB,189.99,7200,9.444,34.0,2.0,16.0,5,32.0,37.89673140691615,0.16842991736407179
G.Skill Trident Z5 RGB 64 GB,214.99,6000,10.0,30.0,2.0,32.0,5,64.0,27.90827480347923,0.2976882645704451
G.Skill Trident Z5 Neo RGB 32 GB,117.99,6000,12.0,36.0,2.0,16.0,5,32.0,50.85176709890669,0.27120942452750235
V-Color XSky RGB 32 GB,109.99,6000,12.0,36.0,2.0,16.0,5,32.0,54.55041367397036,0.29093553959450863
G.Skill Ripjaws S5 32 GB,102.99,5200,13.846,36.0,2.0,16.0,5,32.0,50.49033886785125,0.31070977764831537
Patriot Viper Xtreme 5 48 GB,244.99,8200,9.268,38.0,2.0,24.0,5,48.0,33.470753908322784,0.19592636434140168
Corsair Vengeance 32 GB,107.99,5600,14.286,40.0,2.0,16.0,5,32.0,51.856653393832765,0.29632373367904435
Kingston FURY Beast RGB 32 GB,130.94,5200,15.385,40.0,2.0,16.0,5,32.0,39.712845578127386,0.24438674201924546
G.Skill Trident Z RGB 16 GB,62.99,3600,8.889,16.0,2.0,8.0,4,16.0,57.151928877599616,0.25400857278933164
G.Skill Flare X5 64 GB,179.99,5200,13.846,36.0,2.0,32.0,5,64.0,28.890493916328683,0.35557530973942997
Corsair Vengeance 64 GB,259.99,6200,10.323,32.0,4.0,16.0,5,64.0,23.847071041193892,0.24616331397361435
Kingston FURY Beast RGB 16 GB,68.7,3600,9.444,17.0,2.0,8.0,4,16.0,52.40174672489083,0.2328966521106259
Silicon Power XPOWER Zenith Gaming 64 GB,181.99,6000,10.0,30.0,2.0,32.0,5,64.0,32.96884444200231,0.3516676740480246
Corsair Dominator Titanium 48 GB,229.99,6000,10.0,30.0,2.0,24.0,5,48.0,26.088090786555938,0.2087047262924475
TEAMGROUP T-Force Vulcan 64 GB,179.99,6000,12.667,38.0,2.0,32.0,5,64.0,33.33518528807156,0.35557530973942997
Corsair Dominator Platinum RGB 32 GB,144.99,5200,15.385,40.0,2.0,16.0,5,32.0,35.86454238223325,0.2207048761983585
Kingston FURY 16 GB,71.29,5200,15.385,40.0,1.0,16.0,5,16.0,72.94150652265394,0.22443540468508905
Corsair Vengeance RGB RS 32 GB,92.99,3600,10.0,18.0,2.0,16.0,4,32.0,38.71384019787074,0.34412302398107325
Corsair Vengeance RGB 32 GB,124.99,6200,11.613,36.0,2.0,16.0,5,32.0,49.6039683174654,0.2560204816385311
OLOy ND4U1632161DJ0DA 32 GB,61.99,3200,10.0,16.0,2.0,16.0,4,32.0,51.62122923052105,0.5162122923052105
TEAMGROUP Elite 32 GB,55.99,3200,13.75,22.0,1.0,32.0,4,32.0,57.15306304697267,0.5715306304697267
TEAMGROUP T-Force Vulcan Z 16 GB,34.99,3200,10.0,16.0,2.0,8.0,4,16.0,91.45470134324093,0.4572735067162046
G.Skill Ripjaws V 32 GB,97.99,3600,8.889,16.0,4.0,8.0,4,32.0,36.738442698234515,0.3265639350954179
Silicon Power XPOWER Zenith RGB Gaming 32 GB,98.97,6000,10.0,30.0,2.0,16.0,5,32.0,60.62443164595332,0.32333030211175107
G.Skill Ripjaws V 64 GB,142.99,3600,10.0,18.0,4.0,16.0,4,64.0,25.176585775229036,0.44758374711518284
Corsair Vengeance RGB 32 GB,159.99,7000,11.429,40.0,2.0,16.0,5,32.0,43.752734545909114,0.2000125007812988
Patriot Viper Elite 5 RGB 16 GB,55.99,6000,14.0,42.0,1.0,16.0,5,16.0,107.16199321307376,0.28576531523486337
Corsair Vengeance RGB Pro SL 32 GB,81.99,3200,10.0,16.0,2.0,16.0,4,32.0,39.029149896328825,0.39029149896328824
Corsair Vengeance RGB Pro 16 GB,69.98,3000,10.667,16.0,2.0,8.0,4,16.0,42.869391254644185,0.2286367533581023
G.Skill Trident Z Neo 64 GB,189.99,3600,8.889,16.0,2.0,32.0,4,64.0,18.948365703458077,0.33685983472814357
TEAMGROUP T-Force Delta RGB 32 GB,99.99,6200,12.258,38.0,2.0,16.0,5,32.0,62.00620062006201,0.32003200320032005
G.Skill Ripjaws V 16 GB,39.99,3200,10.0,16.0,2.0,8.0,4,16.0,80.02000500125031,0.4001000250062515
Patriot Viper 4 Blackout 8 GB,24.99,3200,11.875,19.0,2.0,4.0,4,8.0,128.0512204881953,0.3201280512204882
Kingston FURY Beast 32 GB,125.45,6000,13.333,40.0,2.0,16.0,5,32.0,47.82781984854524,0.25508170585890794
ADATA XPG LANCER 32 GB,98.0,5200,14.615,38.0,2.0,16.0,5,32.0,53.06122448979592,0.32653061224489793
Patriot Viper Elite II 16 GB,32.99,4000,10.0,20.0,1.0,16.0,4,16.0,121.24886329190663,0.48499545316762654
TEAMGROUP T-Force Xtreem ARGB 16 GB,65.98,3600,10.0,18.0,2.0,8.0,4,16.0,54.561988481357986,0.24249772658381327
Corsair Vengeance LPX 8 GB,29.99,2400,13.333,16.0,2.0,4.0,4,8.0,80.02667555851951,0.26675558519506504
ADATA Premier 16 GB,52.12,4800,16.667,40.0,1.0,16.0,5,16.0,92.09516500383731,0.30698388334612436
G.Skill Trident Z5 RGB 64 GB,209.99,5600,10.0,28.0,2.0,32.0,5,64.0,26.667936568408017,0.3047764179246631
Patriot Viper Elite 5 RGB 48 GB,131.74,6000,14.0,42.0,2.0,24.0,5,48.0,45.54425383330803,0.3643540306664642
Mushkin Redline Lumina White 32 GB,124.99,6400,9.375,30.0,2.0,16.0,5,32.0,51.20409632770622,0.2560204816385311
Corsair Dominator Platinum RGB 64 GB,249.99,6000,13.333,40.0,2.0,32.0,5,64.0,24.000960038401534,0.2560102404096164
Timetec PINNACLE Konduit 16 GB,33.99,3600,10.0,18.0,1.0,16.0,4,16.0,105.9135039717564,0.4707266843189173
Patriot Viper Steel 64 GB,132.99,3600,10.0,18.0,2.0,32.0,4,64.0,27.069704489059326,0.4812391909166102
TEAMGROUP T-Force Delta RGB 64 GB,134.99,3200,10.0,16.0,2.0,32.0,4,64.0,23.705459663678788,0.4741091932735758
Lexar Ares RGB 32 GB,74.98,3600,10.0,18.0,2.0,16.0,4,32.0,48.0128034142438,0.4267804747932782
G.Skill Trident Z5 RGB 64 GB,214.99,6000,10.0,30.0,2.0,32.0,5,64.0,27.90827480347923,0.2976882645704451
G.Skill Ripjaws V 32 GB,66.98,3200,10.0,16.0,1.0,32.0,4,32.0,47.775455359808895,0.47775455359808894
G.Skill Trident Z Neo 32 GB,115.99,3600,10.0,18.0,4.0,8.0,4,32.0,31.037158375722047,0.2758858522286404
Corsair Vengeance 32 GB,142.99,7000,11.429,40.0,2.0,16.0,5,32.0,48.95447234072312,0.22379187355759142
G.Skill Trident Z Neo 32 GB,84.99,3600,10.0,18.0,2.0,16.0,4,32.0,42.35792446170138,0.37651488410401224
Klevv CRAS X RGB 32 GB,68.98,3200,10.0,16.0,2.0,16.0,4,32.0,46.39025804581038,0.4639025804581038
Kingston Fury Beast RGB Special Edition 32 GB,107.99,3600,10.0,18.0,2.0,16.0,4,32.0,33.33642003889249,0.29632373367904435
Corsair Vengeance RGB Pro SL 32 GB,124.99,4000,9.0,18.0,2.0,16.0,4,32.0,32.00256020481638,0.2560204816385311
TEAMGROUP T-Create Expert 32 GB,94.99,6400,12.5,40.0,2.0,16.0,5,32.0,67.37551321191705,0.33687756605958524
TEAMGROUP T-Force Vulcan 32 GB,91.99,6000,12.667,38.0,2.0,16.0,5,32.0,65.22448092183933,0.3478638982498098
Corsair Vengeance RGB 32 GB,205.21,5600,12.857,36.0,2.0,16.0,5,32.0,27.289118464012475,0.155937819794357
TEAMGROUP Elite Plus 32 GB,76.98,4800,16.667,40.0,1.0,32.0,5,32.0,62.35385814497272,0.41569238763315147
Corsair Dominator Titanium 64 GB,339.99,6000,12.0,36.0,4.0,16.0,5,64.0,17.64757786993735,0.18824083061266508
ADATA XPG SPECTRIX D50 16 GB,58.11,3600,10.0,18.0,2.0,8.0,4,16.0,61.9514713474445,0.2753398726553089
Corsair Vengeance LPX 8 GB,34.98,3200,10.0,16.0,1.0,8.0,4,8.0,91.48084619782733,0.22870211549456834
Corsair Vengeance RGB 48 GB,192.99,6000,10.0,30.0,2.0,24.0,5,48.0,31.089693766516397,0.24871755013213118
Silicon Power XPOWER Zenith Gaming 64 GB,181.99,6000,10.0,30.0,2.0,32.0,5,64.0,32.96884444200231,0.3516676740480246
G.Skill Ripjaws V 32 GB,74.98,3600,10.0,18.0,2.0,16.0,4,32.0,48.0128034142438,0.4267804747932782
Patriot Signature Premium 16 GB,34.99,2666,14.254,19.0,2.0,8.0,4,16.0,76.19319805658759,0.4572735067162046
Lexar Ares RGB 32 GB,129.99,7200,9.444,34.0,2.0,16.0,5,32.0,55.388876067389795,0.24617278252173241
Corsair Dominator Platinum RGB 32 GB,159.99,6000,12.0,36.0,2.0,16.0,5,32.0,37.50234389649353,0.2000125007812988
TEAMGROUP Elite 32 GB,56.99,2666,14.254,19.0,2.0,16.0,4,32.0,46.78013686611686,0.5615020178978768
TEAMGROUP Elite 16 GB,29.99,2666,14.254,19.0,1.0,16.0,4,16.0,88.89629876625543,0.5335111703901301
TEAMGROUP T-Force Vulcan Z 8 GB,26.11,3200,10.0,16.0,1.0,8.0,4,8.0,122.55840674071237,0.3063960168517809
Corsair Dominator Titanium First Edition 48 GB,289.99,7200,10.0,36.0,2.0,24.0,5,48.0,24.828442360081382,0.1655229490672092
Corsair Vengeance LPX 8 GB,24.99,3600,10.0,18.0,1.0,8.0,4,8.0,144.0576230492197,0.3201280512204882
Corsair Vengeance 48 GB,149.99,5200,14.615,38.0,2.0,24.0,5,48.0,34.66897793186212,0.32002133475565037
Kingston FURY Beast 64 GB,192.99,5200,15.385,40.0,2.0,32.0,5,64.0,26.944401264314212,0.3316234001761749
Corsair Vengeance RGB 64 GB,184.99,5200,15.385,40.0,2.0,32.0,5,64.0,28.109627547434997,0.3459646467376615
G.Skill TridentZ RGB 16 GB,189.0,4000,8.5,17.0,2.0,8.0,4,16.0,21.164021164021165,0.08465608465608465
Corsair Dominator Platinum RGB 64 GB,284.99,6400,10.0,32.0,2.0,32.0,5,64.0,22.456928313274148,0.2245692831327415
Corsair Dominator Titanium First Edition 64 GB,324.99,6000,10.0,30.0,2.0,32.0,5,64.0,18.462106526354656,0.19692913628111633
G.Skill Trident Z5 RGB 32 GB,164.99,7600,9.474,36.0,2.0,16.0,5,32.0,46.06339778168373,0.19395114855445783
Patriot Viper Elite II 8 GB,17.98,3200,11.25,18.0,1.0,8.0,4,8.0,177.97552836484982,0.44493882091212456
Corsair Vengeance LPX 16 GB,49.98,3200,10.0,16.0,1.0,16.0,4,16.0,64.02561024409765,0.3201280512204882
G.Skill Ripjaws V 64 GB,3766.56,2800,10.0,14.0,4.0,16.0,4,64.0,0.7433838834374071,0.01699163162142645
Corsair Dominator Platinum RGB 16 GB,88.49,3600,10.0,18.0,2.0,8.0,4,16.0,40.68256300146909,0.1808113911176404
TEAMGROUP T-Create Classic 64 GB,164.99,5600,16.429,46.0,2.0,32.0,5,64.0,33.941450997030124,0.38790229710891566
G.Skill Trident Z5 RGB 32 GB,117.99,6000,12.0,36.0,2.0,16.0,5,32.0,50.85176709890669,0.27120942452750235
Patriot Viper Venom 32 GB,114.99,7400,9.73,36.0,2.0,16.0,5,32.0,64.35342203669884,0.2782850682668058
TEAMGROUP T-Create Expert 48 GB,189.99,7200,9.444,34.0,2.0,24.0,5,48.0,37.89673140691615,0.2526448760461077
TEAMGROUP T-Force Vulcan alpha 32 GB,137.82,6000,12.667,38.0,2.0,16.0,5,32.0,43.535045711798,0.23218691046292267
G.Skill Trident Z5 RGB 32 GB,127.99,6600,10.303,34.0,2.0,16.0,5,32.0,51.566528635049615,0.25001953277599814
Crucial CT8G4DFS8266 8 GB,18.89,2666,14.254,19.0,1.0,8.0,4,8.0,141.13287453679195,0.4235044997353097
Corsair Vengeance RGB Pro 8 GB,39.98,3200,10.0,16.0,1.0,8.0,4,8.0,80.04002001000501,0.20010005002501252
Patriot Viper Elite II 64 GB,114.99,3600,11.111,20.0,2.0,32.0,4,64.0,31.307070180015653,0.5565701365336116
ADATA XPG GAMMIX D20 32 GB,119.74,3200,10.0,16.0,2.0,16.0,4,32.0,26.72456990145315,0.2672456990145315
Corsair Vengeance LPX 16 GB,44.99,3600,10.0,18.0,1.0,16.0,4,16.0,80.01778172927317,0.3556345854634363
